"Date","Price","Open","High","Low","Vol.","Change %"
"May 21, 2018","149,000","149,500","151,000","149,000","332.03K","-0.67%"
"May 18, 2018","150,000","148,500","150,000","148,000","329.98K","0.33%"
"May 17, 2018","149,500","150,500","151,000","149,500","297.44K","-0.66%"
"May 16, 2018","150,500","148,500","151,500","146,000","516.32K","1.35%"
"May 15, 2018","148,500","150,000","151,500","148,000","609.98K","-1.66%"
"May 14, 2018","151,000","153,500","154,500","150,500","438.72K","-1.31%"
"May 13, 2018","153,000","153,000","153,000","153,000","-","0.00%"
"May 11, 2018","153,000","152,000","154,000","151,500","318.92K","0.66%"
"May 10, 2018","152,000","152,500","154,000","150,500","735.55K","-0.98%"
"May 09, 2018","153,500","154,500","156,000","153,500","513.57K","-1.60%"
"May 08, 2018","156,000","158,500","161,000","154,500","594.87K","-1.27%"
"May 07, 2018","158,000","158,000","158,000","158,000","-","0.00%"
"May 04, 2018","158,000","158,000","160,000","156,500","448.68K","-1.25%"
"May 03, 2018","160,000","162,500","163,000","160,000","324.70K","0.00%"
"May 02, 2018","160,000","159,000","160,500","157,000","376.64K","0.00%"
"May 01, 2018","160,000","160,000","160,000","160,000","-","0.00%"
"Apr 30, 2018","160,000","159,000","160,500","157,000","351.17K","1.27%"
"Apr 29, 2018","158,000","158,000","158,000","158,000","-","0.00%"
"Apr 27, 2018","158,000","155,000","161,500","154,000","886.23K","0.96%"
"Apr 26, 2018","156,500","164,000","164,000","154,500","860.23K","-4.57%"
"Apr 25, 2018","164,000","162,000","164,000","160,000","407.37K","0.92%"
"Apr 24, 2018","162,500","161,500","165,500","161,500","624.00K","1.88%"
"Apr 23, 2018","159,500","160,000","160,000","157,000","283.89K","-0.31%"
"Apr 22, 2018","160,000","160,000","160,000","160,000","-","0.00%"
"Apr 20, 2018","160,000","157,000","160,000","156,500","405.48K","1.27%"
"Apr 19, 2018","158,000","157,500","158,000","155,000","344.03K","-0.32%"
"Apr 18, 2018","158,500","158,000","159,500","157,000","476.06K","0.63%"
"Apr 17, 2018","157,500","154,000","158,000","154,000","670.48K","2.94%"
"Apr 16, 2018","153,000","151,000","154,000","150,000","302.84K","1.66%"
"Apr 15, 2018","150,500","150,500","150,500","150,500","-","0.00%"
"Apr 13, 2018","150,500","151,500","152,000","149,500","425.13K","-0.99%"
"Apr 12, 2018","152,000","151,000","152,500","150,000","293.10K","1.33%"
"Apr 11, 2018","150,000","150,500","152,000","150,000","328.61K","-0.66%"
"Apr 10, 2018","151,000","150,000","153,000","149,000","371.22K","0.00%"
"Apr 09, 2018","151,000","152,000","153,000","150,500","318.73K","-0.98%"
"Apr 06, 2018","152,500","155,000","155,500","152,000","328.54K","-0.97%"
"Apr 05, 2018","154,000","157,000","158,000","153,500","403.48K","-1.60%"
"Apr 04, 2018","156,500","156,000","159,500","155,000","1.20M","2.96%"
"Apr 03, 2018","152,000","147,000","152,500","145,500","705.25K","2.36%"
"Apr 02, 2018","148,500","144,500","148,500","144,000","568.53K","3.48%"
"Apr 01, 2018","143,500","143,500","143,500","143,500","-","0.00%"
